integer value	ROI intensity	reference intensity
800.000000	32708.000000	  0.000000
820.000000	32116.000000	  0.003480
840.000000	30348.000000	  0.003480
860.000000	29949.000000	  0.003480
880.000000	26898.000000	  0.003480
900.000000	26250.000000	  0.003480
920.000000	25428.000000	  0.003646
940.000000	25666.000000	  0.003480
960.000000	24449.000000	  0.003646
980.000000	24711.000000	  0.003646
1000.000000	23197.000000	  0.003646
1020.000000	23263.000000	  0.003480
1040.000000	22669.000000	  0.003646
1060.000000	22722.000000	  0.003480
1080.000000	22034.000000	  0.003646
1100.000000	22747.000000	  0.003480
1120.000000	21886.000000	  0.003314
1140.000000	22377.000000	  0.003646
1160.000000	21952.000000	  0.003646
1180.000000	21544.000000	  0.003646
1200.000000	21284.000000	  0.003646
1220.000000	21221.000000	  0.003480
1240.000000	20986.000000	  0.003480
1260.000000	21007.000000	  0.003480
1280.000000	20917.000000	  0.003480
1300.000000	21372.000000	  0.003480
1320.000000	21285.000000	  0.003480
1340.000000	22308.000000	  0.003480
1360.000000	21153.000000	  0.003646
1380.000000	20923.000000	  0.003646
1400.000000	21752.000000	  0.003314
1420.000000	22714.000000	  0.003480
1440.000000	23355.000000	  0.003480
1460.000000	22734.000000	  0.003480
1480.000000	22728.000000	  0.003480
1500.000000	23282.000000	  0.003646
1520.000000	23367.000000	  0.003646
1540.000000	23734.000000	  0.003646
1560.000000	25870.000000	  0.003480
1580.000000	25425.000000	  0.003480
1600.000000	26494.000000	  0.003480
1620.000000	27310.000000	  0.003646
1640.000000	28802.000000	  0.003480
1660.000000	29911.000000	  0.003480
1680.000000	29993.000000	  0.003480
1700.000000	31473.000000	  0.003480
1720.000000	32358.000000	  0.003646
1740.000000	35507.000000	  0.003646
1760.000000	36161.000000	  0.003646
1780.000000	39506.000000	  0.003480
1800.000000	40520.000000	  0.003480
1820.000000	42211.000000	  0.003480
1840.000000	42779.000000	  0.003480
1860.000000	46054.000000	  0.003646
1880.000000	46502.000000	  0.003480
1900.000000	51490.000000	  0.003646
1920.000000	48902.000000	  0.003480
1940.000000	53385.000000	  0.003480
1960.000000	51029.000000	  0.003646
1980.000000	53096.000000	  0.003646
2000.000000	54900.000000	  0.003480
