integer value	ROI intensity	reference intensity
1500.000000	27753.000000	  0.000000
1520.000000	26388.000000	  0.003480
1540.000000	26169.000000	  0.003314
1560.000000	26831.000000	  0.003646
1580.000000	25544.000000	  0.003314
1600.000000	24943.000000	  0.003480
1620.000000	24904.000000	  0.003480
1640.000000	25195.000000	  0.003314
1660.000000	24388.000000	  0.003314
1680.000000	24993.000000	  0.003646
1700.000000	24358.000000	  0.003480
1720.000000	24719.000000	  0.003480
1740.000000	24534.000000	  0.003480
1760.000000	24250.000000	  0.003646
1780.000000	23903.000000	  0.003646
1800.000000	24368.000000	  0.003480
1820.000000	23821.000000	  0.003480
1840.000000	24496.000000	  0.003646
1860.000000	23956.000000	  0.003646
1880.000000	23717.000000	  0.003480
1900.000000	23842.000000	  0.003646
1920.000000	24888.000000	  0.003314
1940.000000	25115.000000	  0.003480
1960.000000	24469.000000	  0.003646
1980.000000	24054.000000	  0.003646
2000.000000	25086.000000	  0.003480
2020.000000	24046.000000	  0.003480
2040.000000	25181.000000	  0.003480
2060.000000	24510.000000	  0.003480
2080.000000	24763.000000	  0.003646
2100.000000	24785.000000	  0.003480
2120.000000	25099.000000	  0.003646
2140.000000	25852.000000	  0.003811
2160.000000	26369.000000	  0.003480
2180.000000	26326.000000	  0.003646
2200.000000	25693.000000	  0.003811
2220.000000	25755.000000	  0.003480
2240.000000	25535.000000	  0.003646
2260.000000	28990.000000	  0.003646
2280.000000	28967.000000	  0.003314
2300.000000	29003.000000	  0.003646
2320.000000	28811.000000	  0.003646
2340.000000	30597.000000	  0.003480
2360.000000	30985.000000	  0.003480
2380.000000	30498.000000	  0.003480
2400.000000	31861.000000	  0.003646
2420.000000	34747.000000	  0.003480
2440.000000	35579.000000	  0.003480
2460.000000	36123.000000	  0.003480
2480.000000	37201.000000	  0.003480
2500.000000	38765.000000	  0.003646
2520.000000	40804.000000	  0.003646
2540.000000	41664.000000	  0.003646
2560.000000	42798.000000	  0.003314
2580.000000	43936.000000	  0.003480
2600.000000	46664.000000	  0.003480
2620.000000	50927.000000	  0.003480
2640.000000	50602.000000	  0.003646
2660.000000	54918.000000	  0.003480
2680.000000	55256.000000	  0.003480
2700.000000	56076.000000	  0.003646
2720.000000	58882.000000	  0.003646
2740.000000	61281.000000	  0.003646
2760.000000	62602.000000	  0.003480
2780.000000	64168.000000	  0.003480
2800.000000	68178.000000	  0.003480
2820.000000	69069.000000	  0.003646
2840.000000	71532.000000	  0.003480
2860.000000	74010.000000	  0.003646
2880.000000	72061.000000	  0.003646
2900.000000	72779.000000	  0.003480
2920.000000	74838.000000	  0.003646
2940.000000	73994.000000	  0.003480
2960.000000	69595.000000	  0.003646
2980.000000	74251.000000	  0.003646
3000.000000	70177.000000	  0.003480
3020.000000	73912.000000	  0.003646
3040.000000	73627.000000	  0.003811
3060.000000	71295.000000	  0.003646
3080.000000	65839.000000	  0.003646
3100.000000	63503.000000	  0.003480
3120.000000	66161.000000	  0.003480
3140.000000	61955.000000	  0.003811
3160.000000	59594.000000	  0.003480
3180.000000	61103.000000	  0.003646
3200.000000	56988.000000	  0.003646
3220.000000	54252.000000	  0.003646
3240.000000	51553.000000	  0.003646
3260.000000	50677.000000	  0.003646
3280.000000	48302.000000	  0.003480
3300.000000	49659.000000	  0.003646
3320.000000	48833.000000	  0.003480
3340.000000	46900.000000	  0.003646
3360.000000	47683.000000	  0.003480
3380.000000	46565.000000	  0.003480
3400.000000	48149.000000	  0.003480
3420.000000	49279.000000	  0.003646
3440.000000	47779.000000	  0.003480
3460.000000	47658.000000	  0.003480
3480.000000	49555.000000	  0.003646
3500.000000	48914.000000	  0.003646
3520.000000	49107.000000	  0.003646
3540.000000	52740.000000	  0.003480
3560.000000	55041.000000	  0.003480
3580.000000	54731.000000	  0.003646
3600.000000	57809.000000	  0.003811
3620.000000	59595.000000	  0.003480
3640.000000	64823.000000	  0.003480
3660.000000	69089.000000	  0.003480
3680.000000	69796.000000	  0.003811
3700.000000	71144.000000	  0.003480
3720.000000	72924.000000	  0.003480
3740.000000	74167.000000	  0.003314
3760.000000	75121.000000	  0.003480
3780.000000	77626.000000	  0.003646
3800.000000	79063.000000	  0.003646
3820.000000	78047.000000	  0.003646
3840.000000	81375.000000	  0.003646
3860.000000	81144.000000	  0.003480
3880.000000	80050.000000	  0.003480
3900.000000	78660.000000	  0.003646
3920.000000	77764.000000	  0.003480
3940.000000	78539.000000	  0.003646
3960.000000	78623.000000	  0.003480
3980.000000	73808.000000	  0.003480
4000.000000	72295.000000	  0.003646
4020.000000	66420.000000	  0.003811
4040.000000	62800.000000	  0.003480
4060.000000	62454.000000	  0.003646
4080.000000	61553.000000	  0.003480
4100.000000	56953.000000	  0.003646
4120.000000	51798.000000	  0.003646
4140.000000	54098.000000	  0.003646
4160.000000	50004.000000	  0.003646
4180.000000	48220.000000	  0.003646
4200.000000	45225.000000	  0.003480
4220.000000	47069.000000	  0.003646
4240.000000	40584.000000	  0.003646
4260.000000	40995.000000	  0.003646
4280.000000	39348.000000	  0.003646
4300.000000	37865.000000	  0.003646
4320.000000	36466.000000	  0.003646
4340.000000	37506.000000	  0.003646
4360.000000	33096.000000	  0.003480
4380.000000	34541.000000	  0.003480
4400.000000	32743.000000	  0.003480
4420.000000	33822.000000	  0.003480
4440.000000	32251.000000	  0.003646
4460.000000	32831.000000	  0.003480
4480.000000	31020.000000	  0.003480
4500.000000	31813.000000	  0.003314
4520.000000	31692.000000	  0.003480
4540.000000	31432.000000	  0.003646
4560.000000	29778.000000	  0.003480
4580.000000	29225.000000	  0.003480
4600.000000	29946.000000	  0.003480
4620.000000	28878.000000	  0.003480
4640.000000	28279.000000	  0.003480
4660.000000	29408.000000	  0.003646
4680.000000	28906.000000	  0.003646
4700.000000	27411.000000	  0.003480
4720.000000	29465.000000	  0.003646
4740.000000	28189.000000	  0.003646
4760.000000	28488.000000	  0.003646
4780.000000	27339.000000	  0.003480
4800.000000	27278.000000	  0.003646
4820.000000	28246.000000	  0.003646
4840.000000	27993.000000	  0.003480
4860.000000	27130.000000	  0.003646
4880.000000	28986.000000	  0.003480
4900.000000	28120.000000	  0.003480
4920.000000	29612.000000	  0.003646
4940.000000	28786.000000	  0.003480
4960.000000	28215.000000	  0.003646
4980.000000	30469.000000	  0.003480
5000.000000	29485.000000	  0.003646
5020.000000	30656.000000	  0.003646
5040.000000	30756.000000	  0.003480
5060.000000	31500.000000	  0.003646
5080.000000	32905.000000	  0.003480
5100.000000	31919.000000	  0.003646
5120.000000	32796.000000	  0.003480
5140.000000	35091.000000	  0.003646
5160.000000	36792.000000	  0.003646
5180.000000	37769.000000	  0.003646
5200.000000	37055.000000	  0.003646
5220.000000	40900.000000	  0.003480
5240.000000	40705.000000	  0.003480
5260.000000	42921.000000	  0.003480
5280.000000	43983.000000	  0.003646
5300.000000	44281.000000	  0.003480
5320.000000	47362.000000	  0.003480
5340.000000	50766.000000	  0.003480
5360.000000	52199.000000	  0.003480
5380.000000	52890.000000	  0.003480
5400.000000	56323.000000	  0.003314
5420.000000	57602.000000	  0.003480
5440.000000	63081.000000	  0.003646
5460.000000	63953.000000	  0.003646
5480.000000	66468.000000	  0.003480
5500.000000	72159.000000	  0.003646
5520.000000	74075.000000	  0.003480
5540.000000	74699.000000	  0.003646
5560.000000	75803.000000	  0.003480
5580.000000	78528.000000	  0.003314
5600.000000	79811.000000	  0.003646
5620.000000	79478.000000	  0.003480
5640.000000	80599.000000	  0.003480
5660.000000	81288.000000	  0.003480
5680.000000	80606.000000	  0.003480
5700.000000	79204.000000	  0.003811
5720.000000	80960.000000	  0.003314
5740.000000	78596.000000	  0.003480
5760.000000	79567.000000	  0.003480
5780.000000	75712.000000	  0.003480
5800.000000	76554.000000	  0.003646
5820.000000	74685.000000	  0.003480
5840.000000	72249.000000	  0.003480
5860.000000	66719.000000	  0.003646
5880.000000	63079.000000	  0.003646
5900.000000	62456.000000	  0.003646
5920.000000	60862.000000	  0.003646
5940.000000	56961.000000	  0.003314
5960.000000	54268.000000	  0.003646
5980.000000	52953.000000	  0.003646
6000.000000	52420.000000	  0.003646
6020.000000	50812.000000	  0.003811
6040.000000	50345.000000	  0.003646
6060.000000	48177.000000	  0.003646
6080.000000	49112.000000	  0.003646
6100.000000	48078.000000	  0.003646
6120.000000	47037.000000	  0.003811
6140.000000	47310.000000	  0.003811
6160.000000	47728.000000	  0.003646
6180.000000	49582.000000	  0.003646
6200.000000	50835.000000	  0.003480
6220.000000	53236.000000	  0.003646
6240.000000	54208.000000	  0.003811
6260.000000	56201.000000	  0.003480
6280.000000	58520.000000	  0.003646
6300.000000	60965.000000	  0.003480
6320.000000	66002.000000	  0.003480
6340.000000	65157.000000	  0.003646
6360.000000	70593.000000	  0.003646
6380.000000	72122.000000	  0.003811
6400.000000	73727.000000	  0.003646
6420.000000	74112.000000	  0.003646
6440.000000	76523.000000	  0.003480
6460.000000	81664.000000	  0.003646
6480.000000	79693.000000	  0.003646
6500.000000	81712.000000	  0.003811
6520.000000	82236.000000	  0.003480
6540.000000	82737.000000	  0.003646
6560.000000	81555.000000	  0.003646
6580.000000	82815.000000	  0.003646
6600.000000	81490.000000	  0.003480
6620.000000	82600.000000	  0.003646
6640.000000	78921.000000	  0.003811
6660.000000	80956.000000	  0.003480
6680.000000	75720.000000	  0.003480
6700.000000	76454.000000	  0.003480
6720.000000	70687.000000	  0.003480
6740.000000	68533.000000	  0.003646
6760.000000	65041.000000	  0.003480
6780.000000	63176.000000	  0.003480
6800.000000	57038.000000	  0.003480
6820.000000	57140.000000	  0.003646
6840.000000	53115.000000	  0.003480
6860.000000	48079.000000	  0.003646
6880.000000	46101.000000	  0.003646
6900.000000	45900.000000	  0.003646
6920.000000	42342.000000	  0.003646
6940.000000	41014.000000	  0.003646
6960.000000	36529.000000	  0.003480
6980.000000	36588.000000	  0.003811
7000.000000	35139.000000	  0.003480
7020.000000	34095.000000	  0.003480
7040.000000	33135.000000	  0.003480
7060.000000	33256.000000	  0.003480
7080.000000	30945.000000	  0.003480
7100.000000	30231.000000	  0.003646
7120.000000	29826.000000	  0.003646
7140.000000	28810.000000	  0.003646
7160.000000	28268.000000	  0.003646
7180.000000	28254.000000	  0.003646
7200.000000	27747.000000	  0.003646
7220.000000	26123.000000	  0.003480
7240.000000	27201.000000	  0.003646
7260.000000	26676.000000	  0.003646
7280.000000	26271.000000	  0.003811
7300.000000	25475.000000	  0.003480
7320.000000	26092.000000	  0.003480
7340.000000	24799.000000	  0.003480
7360.000000	24434.000000	  0.003646
7380.000000	23976.000000	  0.003480
7400.000000	23786.000000	  0.003314
7420.000000	23297.000000	  0.003480
7440.000000	23573.000000	  0.003646
7460.000000	23933.000000	  0.003480
7480.000000	23020.000000	  0.003646
